Player Full Name,PlayersID,Birth Date,Year Start,Year End,POS,Height (ft),Height (in),Height (cm),HeightwithoutShoes,Wingspan (cm),Standing Reach (cm),Hand Length (inches),Hand Lenght(cm),Hand Width (inches),Hand Width (cm),Weight (lb),Weight (kg),Body Fat (%),College,LaneAgilityTime_sec,ShuttleRun_sec,3quartersprint_sec,StandingVerticalLeap_inches,MaxVerticalLeap_inches,MaxBenchPress_reps,StandingVerticalLeap_cm,MaxVerticalLeap_cm
Mickael Gelabale,101153,22/05/1983,2007,2013,F,6,7,200.66,197.66,,,,,,,215,97.52235955,,,,,,,,,,
Andray Blatche,101154,22/08/1986,2006,2014,F,6,11,210.82,207.82,,,,,,,235,106.594207,,,,,,,,,,
Ryan Gomes,101155,01/09/1982,2006,2014,F,6,7,200.66,199,218.44,270.51,,,,0,250,112.4909078,,Providence College,12.49,,3.24,26.5,30.5,9,67.31,
Robert Whaley,101156,16/04/1982,2006,2006,C,6,10,208.28,203,218.44,274.32,,,,0,260,122.1977845,,Walsh University,12.11,,3.25,28.5,33.5,15,72.39,85.09
Orien Greene,101158,04/02/1982,2006,2011,G,6,4,193.04,190.04,,,,,,,208,94.34721296,,University of Louisiana at Lafayette,,,,,,,,
Dijon Thompson,101159,23/02/1983,2006,2007,G-F,6,7,200.66,199,207.645,267.97,,,,0,195,88.81338605,,"University of California, Los Angeles",,,,,,,,
Lawrence Roberts,101160,20/10/1982,2006,2007,F,6,9,205.74,202,207.01,270.51,,,,0,240,105.6870222,0.093,Mississippi State University,12.52,,3.3,27.5,33,18,69.85,
Amir Johnson,101161,01/05/1987,2006,2018,F-C,6,9,205.74,202.74,,,,,,,240,108.8621688,,,,,,,,,,
Marcin Gortat,101162,17/02/1984,2008,2018,C-F,6,11,210.82,211,222.25,279.4,,,,0,240,102.1490017,,,11.48,,3.33,29.5,36,18,74.93,91.44
Alex Acker,101165,21/01/1983,2006,2009,G,6,5,195.58,193,213.36,260.35,,,,0,185,83.00740371,,Pepperdine University,11.67,,3.35,28,32,11,71.12,81.28
Uros Slokar,101166,14/05/1983,2007,2007,F,6,10,208.28,205.28,,,,,,,238,107.9549841,,,,,,,,,,
Fabricio Oberto,101177,21/03/1975,2006,2011,C-F,6,10,208.28,205.28,,,,,,,245,111.1301307,,,,,,,,,,
Arvydas Macijauskas,101178,19/01/1980,2006,2006,G,6,4,193.04,190.04,,,,,,,214,97.06876718,,,,,,,,,,
Ronnie Price,101179,21/06/1983,2006,2017,G,6,2,187.96,185,196.85,245.11,,,,0,190,83.82386998,,Utah Valley State College,10.49,,3.29,31.5,39,11,80.01,99.06
Sarunas Jasikevicius,101180,05/03/1976,2006,2007,G,6,4,193.04,190.04,,,,,,,195,88.45051215,,University of Maryland,,,,,,,,
Jose Calderon,101181,28/09/1981,2006,2018,G,6,3,190.5,187.5,,,,,,,200,90.718474,,,,,,,,,,
Donell Taylor,101182,26/07/1982,2006,2007,G,6,6,198.12,195.12,,,,,,,180,81.6466266,,University of Alabama at Birmingham,,,,,,,,
Shavlik Randolph,101183,24/11/1983,2006,2015,F,6,10,208.28,205.28,,,,,,,240,108.8621688,,Duke University,,,,,,,,
Deng Gai,101184,22/03/1982,2006,2006,F,6,9,205.74,203,224.79,280.67,,,,0,250,97.06876718,,Fairfield University,12.51,,3.27,31.5,35.5,11,80.01,90.17
Rawle Marshall,101185,20/02/1982,2006,2007,G-F,6,9,205.74,195,215.9,264.16,,,,0,190,84.64033624,,Oakland University,11.64,,3.21,30.5,37,7,77.47,93.98
Alan Anderson,101187,16/10/1982,2006,2017,G-F,6,6,198.12,195,207.01,264.16,,,,0,220,101.241817,,Michigan State University,10.32,,3.27,26.5,30.5,10,67.31,
Eddie Basden,101188,15/02/1983,2006,2006,G,6,5,195.58,194,208.915,256.54,,,,0,215,95.2543977,,University of North Carolina at Charlotte,10.52,,3.21,33,36.5,14,83.82,92.71
James Singleton,101189,20/07/1981,2006,2012,F,6,8,203.2,200.2,,,,,,,216,97.97595192,,Murray State University,,,,,,,,
Matt Walsh,101190,02/12/1982,2006,2006,G-F,6,6,198.12,195.12,,,,,,,205,92.98643585,,University of Florida,,,,,,,,
Anthony Roberson,101194,14/02/1983,2006,2009,G,6,2,187.96,185,189.865,241.3,,,,0,180,81.10231576,,University of Florida,11.17,,3.19,31.5,37,14,80.01,93.98
Luke Schenscher,101195,31/12/1982,2006,2007,C,7,1,215.9,213,226.06,283.21,,,,0,255,109.5879166,,Georgia Institute of Technology,12.4,,3.47,23.5,26.5,1,59.69,
Will Bynum,101198,04/01/1983,2006,2015,G,6,0,182.88,179,191.77,236.22,,,,0,185,85.63823946,,Georgia Institute of Technology,11.12,,3,33,40.5,15,83.82,102.87
Dwayne Jones,101204,09/06/1983,2006,2010,F-C,6,11,210.82,204,220.345,275.59,,,,0,250,109.860072,,Saint Joseph's University,11.87,,3.25,28,31.5,15,71.12,80.01
Kevin Burleson,101207,09/04/1979,2006,2006,G,6,3,190.5,187.5,,,,,,,205,92.98643585,,University of Minnesota,,,,,,,,
Devin Green,101209,25/10/1982,2006,2006,G,6,7,200.66,197.66,,,,,,,210,95.2543977,,Hampton University,,,,,,,,
Stephen Graham,101211,11/06/1982,2006,2011,G,6,6,198.12,195.12,,,,,,,215,97.52235955,,Oklahoma State University,,,,,,,,
Esteban Batista,101212,02/09/1983,2006,2007,F-C,6,10,208.28,205.28,,,,,,,270,122.4699399,,,,,,,,,,
Sharrod Ford,101213,09/01/1982,2006,2006,F,6,9,205.74,202,217.17,269.24,,,,0,225,96.52445634,,Clemson University,11.92,,3.2,28.5,37,9,72.39,93.98
Jawad Williams,101214,19/02/1983,2009,2011,F,6,9,205.74,201,216.535,270.51,,,,0,218,98.88313666,,University of North Carolina,11.39,,3.23,28,34,15,71.12,86.36
Will Conroy,101215,08/12/1982,2007,2013,G,6,2,187.96,185,190.5,245.11,,,,0,195,85.54752098,,University of Washington,10.51,,3.28,30.5,36.5,14,77.47,92.71
Marcus Campbell,101216,,,,C,7,0.5,214,209,229,289,,,,0,280.4,127.1873005,,,,,,,,9,,
Anthony Grundy,101219,15/04/1979,2006,2006,G,6,3,190.5,185,202.565,251.46,,,,0,180,75.74992579,,North Carolina State University,11.1,,3.39,27.5,32,,69.85,
Aaron Miles,101223,13/04/1983,2006,2006,G,6,1,185.42,183,191.77,238.76,,,,0,175,79.1972278,,University of Kansas,10.69,,3.22,32,37.5,7,81.28,95.25
Deji Akindele,101224,,,,C,6,11,211,206,221,275,,,,0,236.4,107.2292363,,,12.58,,3.35,30.5,32.5,13,77.47,82.55
Noel Felix,101230,04/10/1981,2006,2006,F,6,9,205.74,202.74,,,,,,,225,102.0582833,,"California State University, Fresno",,,,,,,,
Roger Powell,101232,15/01/1983,2007,2007,F,6,6,198.12,195,212.09,264.16,,,,0,235,99.15529208,,University of Illinois at Urbana-Champaign,,,,,,,,
Kelenna Azubuike,101235,16/12/1983,2007,2012,G,6,5,195.58,192.58,,,,,,,220,99.7903214,,University of Kentucky,,,,,,,,
Chuck Hayes,101236,11/06/1983,2006,2016,F-C,6,6,198.12,195.12,,,,,,,240,108.8621688,,University of Kentucky,,,,,,,,
Keith Langford,101247,15/09/1983,2008,2008,G,6,4,193.04,189,205.74,256.54,,,,0,215,92.16996958,,University of Kansas,11.38,,3.23,32,29.5,8,81.28,74.93
John Lucas III,101249,21/11/1982,2006,2017,G,5,11,180.34,176,182.88,233.68,,,,0,166,70.03466193,,Oklahoma State University,10.44,,3.14,29,34,4,73.66,86.36
Sean Banks,101252,,,,SF,6,7,201,197,216,274,,,,0,206.4,93.62146517,,,11.74,,3.35,25,31.5,7,63.5,
Herve Lamizana,101254,,,,F,6,8.5,204,202,217,272,,,,0,210,95.2543977,0.067,,,,,,,,,
Corey Williams,101258,24/04/1970,1993,1994,G,6,2,187.96,184.96,,,,,,,190,86.1825503,,Oklahoma State University,,,,,,,,
Bryant Matthews,101260,,,,SF,6,6.75,200,197,215,268,,,,0,206,93.44002822,0.067,,11.08,,3.13,29,34.5,13,73.66,87.63
Andre Owens,101261,31/10/1980,2006,2008,G,6,4,193.04,190.04,,,,,,,200,90.718474,,University of Houston,,,,,,,,
Jamario Moon,200081,13/06/1980,2008,2012,F,6,8,203.2,199,212.09,261.62,,,,0,205,83.91458845,0.053,Meridian Community College,11.64,,3.08,33,43,,83.82,109.22
TJ Cummings,200555,,,,SF,6,8.5,205,202,206,271,,,,0,215,97.52235955,0.067,,11.58,,3.12,27,31,6,68.58,
Andrea Bargnani,200745,26/10/1985,2007,2016,F-C,7,0,213.36,210.36,,,,,,,245,111.1301307,,,,,,,,,,
LaMarcus Aldridge,200746,19/07/1985,2007,2018,F-C,6,11,210.82,208,225.425,279.4,,,,0,260,106.1406146,0.087,University of Texas at Austin,12.02,,3.43,26.5,34,8,67.31,
Adam Morrison,200747,19/07/1984,2007,2010,F,6,8,203.2,199,208.28,266.7,,,,0,205,89.81128926,0.068,Gonzaga University,11.46,,3.37,25.5,30.5,11,64.77,
Tyrus Thomas,200748,17/08/1986,2007,2015,F,6,9,205.74,202,220.98,274.32,,,,0,215,98.42954429,0.056,Louisiana State University,11.36,,3.2,34,39.5,8,86.36,100.33
Shelden Williams,200749,21/10/1983,2007,2012,F,6,9,205.74,202,224.155,264.16,,,,0,250,117.0268315,0.114,Duke University,11.53,,3.59,29,33.5,25,73.66,85.09
Brandon Roy,200750,23/07/1984,2007,2013,G,6,6,198.12,196,203.2,256.54,,,,0,215,93.89362059,0.076,University of Washington,11.13,,3.27,34,40.5,6,86.36,102.87
Randy Foye,200751,24/09/1983,2007,2017,G,6,4,193.04,189,198.755,246.38,,,,0,213,96.16158244,0.1,Villanova University,10.53,,3.23,32,38,14,81.28,96.52
Rudy Gay,200752,17/08/1986,2007,2018,F,6,8,203.2,201,220.98,273.05,,,,0,230,100.6975061,0.057,University of Connecticut,11.03,,3.32,33,40.5,9,83.82,102.87
Patrick O'Bryant,200753,20/06/1986,2007,2010,C,7,0,213.36,211,227.965,287.02,,,,0,260,112.9445001,0.1,Bradley University,12.68,,3.63,26.5,30,13,67.31,
Mouhamed Sene,200754,12/05/1986,2007,2009,C-F,6,11,210.82,211,234.95,287.02,,,,0,230,107.5013917,0.066,,12.52,,3.38,28.5,31,7,72.39,78.74
J.J. Redick,200755,24/06/1984,2007,2018,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,Duke University,,,,,,,,
JJ Redick,200755,,,,SG,6,4.75,195,194,192,248,,,,0,190,86.1825503,0.07,,10.94,,3.29,27.5,33,6,69.85,
Hilton Armstrong,200756,11/11/1984,2007,2014,F-C,6,11,210.82,206,223.52,276.86,,,,0,235,108.8621688,0.063,University of Connecticut,12.28,,3.53,28.5,31.5,13,72.39,80.01
Thabo Sefolosha,200757,02/05/1984,2007,2018,G-F,6,7,200.66,197.66,,,,,,,220,99.7903214,,,,,,,,,,
Ronnie Brewer,200758,20/03/1985,2007,2014,G-F,6,7,200.66,197,211.455,262.89,,,,0,220,101.1510985,0.05,University of Arkansas,11.32,,3.14,35,41,19,88.9,104.14
Cedric Simmons,200759,03/01/1986,2007,2009,F,6,9,205.74,204,224.155,275.59,,,,0,235,101.1510985,0.056,North Carolina State University,11.05,,3.31,30.5,35,15,77.47,88.9
Rodney Carney,200760,15/04/1984,2007,2011,F,6,7,200.66,195,208.28,262.89,,,,0,205,92.53284348,0.053,University of Memphis,10.57,,3.06,32,38.5,10,81.28,97.79
Shawne Williams,200761,16/02/1986,2007,2015,F,6,9,205.74,202,220.98,264.16,,,,0,225,102.965468,0.08,University of Memphis,10.69,,3.3,32,31,,81.28,78.74
Oleksiy Pecherov,200762,08/12/1985,2008,2010,C,7,0,213.36,210.36,,,,,,,232,105.2334298,,,,,,,,,,
Quincy Douby,200763,16/05/1984,2007,2009,G,6,3,190.5,187.5,,,,,,,175,79.37866475,,Rutgers University,,,,,,,,
Renaldo Balkman,200764,14/07/1984,2007,2012,F,6,8,203.2,196,215.9,265.43,,,,0,208,93.44002822,0.049,University of South Carolina,11.58,,3.22,30.5,35,9,77.47,88.9
Rajon Rondo,200765,22/02/1986,2007,2018,G,6,1,185.42,182.42,,,,,,,186,84.36818082,,University of Kentucky,,,,,,,,
Marcus Darrell Williams,200766,03/12/1985,2007,2010,G,6,3,190.5,188,200.66,247.65,,,,0,205,97.52235955,0.124,University of Connecticut,11.3,,3.4,24.5,28,4,62.23,
Josh Boone,200767,21/11/1984,2007,2010,F-C,6,10,208.28,205.28,,,,,,,237,107.5013917,,University of Connecticut,,,,,,,,
Kyle Lowry,200768,25/03/1986,2007,2018,G,6,0,182.88,179.88,,,,,,,205,92.98643585,,Villanova University,,,,,,,,
Shannon Brown,200769,29/11/1985,2007,2015,G,6,4,193.04,190.04,,,,,,,205,92.98643585,,Michigan State University,,,,,,,,
Jordan Farmar,200770,30/11/1986,2007,2017,G,6,2,187.96,185,190.5,240.03,,,,0,180,77.56429527,0.044,"University of California, Los Angeles",11.07,,3.17,33.5,42,11,85.09,106.68
Sergio Rodriguez,200771,12/06/1986,2007,2017,G,6,3,190.5,187.5,,,,,,,176,79.83225712,,,,,,,,,,
Maurice Ager,200772,09/02/1984,2007,2011,G,6,5,195.58,192,202.565,257.81,,,,0,202,92.07925111,0.08,Michigan State University,11.73,,3.22,29.5,35,11,74.93,88.9
Mardy Collins,200776,04/08/1984,2007,2010,G,6,6,198.12,194,208.28,261.62,,,,0,220,101.6046909,0.1,Temple University,12,,3.27,31.5,37.5,9,80.01,95.25
Joel Freeland,200777,07/02/1987,2013,2015,F-C,6,10,208.28,205.28,,,,,,,250,113.3980925,,,,,,,,,,
James White,200778,21/10/1982,2007,2013,G-F,6,7,200.66,197.66,,,,,,,200,90.718474,,University of Cincinnati,,,,,,,,
Steve Novak,200779,13/06/1983,2007,2017,F,6,10,208.28,203,207.01,261.62,,,,0,225,97.97595192,0.081,Marquette University,11.11,,3.37,24.5,31,5,62.23,
Solomon Jones,200780,16/07/1984,2007,2014,F,6,10,208.28,204,225.425,276.86,,,,0,230,101.6046909,0.074,University of South Florida,11.27,,3.3,32,39,6,81.28,99.06
Paul Davis,200781,21/07/1984,2007,2010,C,6,11,210.82,207.82,,,,,,,270,122.4699399,,Michigan State University,,,,,,,,
P.J. Tucker,200782,05/05/1985,2007,2018,F,6,6,198.12,195.12,,,,,,,245,111.1301307,,University of Texas at Austin,,,,,,,,
Craig Smith,200783,10/11/1983,2007,2012,F,6,7,200.66,196,207.01,262.89,,,,0,250,117.4804238,0.122,Boston College,11.59,,3.4,30,29.5,,76.2,74.93
Bobby Jones,200784,,2007,2008,F,6,7,200.66,197,207.01,257.81,,,,0,215,95.70799007,0.08,University of Washington,11.23,,3.28,28.5,34.5,15,72.39,87.63
Kosta Perovic,200785,19/02/1985,2008,2008,C,7,2,218.44,215.44,,,,,,,240,108.8621688,,,,,,,,,,
David Noel,200786,27/02/1984,2007,2007,F,6,6,198.12,195,207.01,254,,,,0,230,101.1510985,0.061,University of North Carolina,10.54,,3.07,34.5,38.5,20,87.63,97.79
James Augustine,200788,27/02/1984,2007,2008,F,6,10,208.28,204,213.995,264.16,,,,0,235,102.965468,0.055,University of Illinois at Urbana-Champaign,10.54,,3.25,30,32.5,13,76.2,82.55
Daniel Gibson,200789,27/02/1986,2007,2013,G,6,2,187.96,184.96,,,,,,,190,86.1825503,,University of Texas at Austin,,,,,,,,
Marcus Vinicius,200790,31/05/1984,2007,2008,F,6,8,203.2,200.2,,,,,,,225,102.0582833,,,,,,,,,,
Alexander Johnson,200792,08/02/1983,2007,2008,F,6,9,205.74,202.74,,,,,,,240,108.8621688,,Florida State University,,,,,,,,
Dee Brown,200793,17/08/1984,2007,2009,G,6,0,182.88,180,187.96,238.76,,,,0,185,81.19303423,,University of Illinois at Urbana-Champaign,,,,,,,,
Paul Millsap,200794,10/02/1985,2007,2018,F,6,8,203.2,199,217.17,267.97,,,,0,246,117.0268315,0.097,Louisiana Tech University,11.67,,3.3,28.5,32.5,15,72.39,82.55
Leon Powe,200796,22/01/1984,2007,2011,F,6,8,203.2,200.2,,,,,,,240,108.8621688,,University of California,,,,,,,,
Ryan Hollins,200797,10/10/1984,2007,2016,C,7,0,213.36,210.36,,,,,,,240,108.8621688,,"University of California, Los Angeles",,,,,,,,
Cheikh Samb,200798,22/10/1984,2008,2009,C,7,1,215.9,212.9,,,,,,,245,111.1301307,,,,,,,,,,
Guillermo Diaz,200799,04/03/1985,2008,2008,G,6,2,187.96,184.96,,,,,,,192,87.08973504,,University of Miami,,,,,,,,
Hassan Adams,200801,20/06/1984,2007,2009,G,6,4,193.04,190.04,,,,,,,220,99.7903214,,University of Arizona,,,,,,,,
Damir Markota,200806,26/12/1985,2007,2007,C,6,10,208.28,205.28,,,,,,,225,102.0582833,,,,,,,,,,
Will Blalock,200807,08/09/1983,2007,2007,G,6,0,182.88,181,198.12,245.11,,,,0,205,87.99691978,0.072,Iowa State University,11.08,,3.18,35,40,8,88.9,101.6
Chris Quinn,200809,27/09/1983,2007,2013,G,6,2,187.96,184,195.58,238.76,,,,0,185,79.37866475,0.059,University of Notre Dame,11.25,,3.25,32,37,7,81.28,93.98
Allan Ray,200810,17/06/1984,2007,2007,G,6,2,187.96,185,204.47,252.73,,,,0,190,92.53284348,0.098,Villanova University,11.01,,3.2,28.5,35.5,9,72.39,90.17
Lou Amundson,200811,07/12/1982,2007,2016,F,6,9,205.74,202,212.09,262.89,,,,0,220,100.2439138,0.068,"University of Nevada, Las Vegas",10.58,,3.2,32,35.5,14,81.28,90.17
Tarence Kinsey,200814,21/03/1984,2007,2009,G,6,6,198.12,195,200.025,255.27,,,,0,185,81.19303423,0.041,University of South Carolina,10.67,,3.3,29,35.5,5,73.66,90.17
Jorge Garbajosa,200816,19/12/1977,2007,2008,F,6,9,205.74,202.74,,,,,,,245,111.1301307,,,,,,,,,,
Eugene Jeter,200817,02/12/1983,2011,2011,G,5,11,180.34,177.34,,,,,,,175,79.37866475,,University of Portland,,,,,,,,
Yakhouba Diawara,200821,29/08/1982,2007,2010,G-F,6,7,200.66,197.66,,,,,,,225,102.0582833,,Pepperdine University,,,,,,,,
Pops Mensah-Bonsu,200822,07/09/1983,2007,2011,F,6,9,205.74,202,213.36,267.97,,,,0,240,105.2334298,0.058,George Washington University,11.47,,3.29,31.5,36,19,80.01,91.44
Robert Hite,200823,12/01/1984,2007,2007,G,6,2,187.96,184.96,,,,,,,184,83.46099608,,University of Miami,,,,,,,,
J.J. Barea,200826,26/06/1984,2007,2018,G,6,0,182.88,179.88,,,,,,,185,83.91458845,,Northeastern University,,,,,,,,
Darius Washington,200827,06/12/1985,2008,2008,G,6,2,187.96,182,193.04,243.84,,,,0,195,88.45051215,0.097,University of Memphis,10.71,,3.26,29,37.5,9,73.66,95.25
Ivan McFarlin,200829,26/04/1982,2007,2007,F,6,8,203.2,196,205.74,267.97,,,,0,240,103.6912158,,Oklahoma State University,10.64,,3.27,26.5,32,10,67.31,
Walter Herrmann,200835,26/06/1979,2007,2009,F,6,9,205.74,202.74,,,,,,,225,102.0582833,,,,,,,,,,
Mike Hall,200837,05/06/1984,2007,2007,F,6,8,203.2,200.2,,,,,,,230,104.3262451,,George Washington University,,,,,,,,
Kevinn Pinkney,200838,20/10/1983,2007,2007,F,6,10,208.28,205.28,,,,,,,245,111.1301307,,"University of Nevada, Reno",,,,,,,,
Mike Harris,200839,15/06/1983,2008,2014,F,6,6,198.12,195.12,,,,,,,240,108.8621688,,Rice University,,,,,,,,
Chris McCray,200840,27/05/1984,2007,2007,G,6,5,195.58,191,197.485,245.11,,,,0,192,84.82177319,0.096,University of Maryland,11.46,,3.34,30.5,39,1,77.47,99.06
Cedric Bozeman,200841,07/03/1983,2007,2007,G,6,6,198.12,195.12,,,,,,,207,93.89362059,,"University of California, Los Angeles",,,,,,,,
Brandon Bowman,200847,,,,SF,6,8.5,204,200,212,262,,,,0,209,94.80080533,0.084,,11.41,,3.31,31,34,24,78.74,86.36
Steven Smith,200848,12/04/1983,2007,2007,F,6,8,203.2,202,214.63,264.16,,,,0,235,107.9549841,0.078,La Salle University,12.08,,3.4,29.5,34.5,15,74.93,87.63
Justin Williams,200962,12/05/1984,2007,2008,F,6,10,208.28,202,217.17,276.86,,,,0,225,95.70799007,0.065,University of Wyoming,11.9,,3.31,26.5,31.5,7,67.31,
Renaldo Major,200970,07/05/1982,2007,2007,F,6,7,200.66,197.66,,,,,,,200,90.718474,,"California State University, Fresno",,,,,,,,
Dontell Jefferson,200971,15/12/1983,2009,2009,G,6,5,195.58,192.58,,,,,,,195,88.45051215,,University of Arkansas,,,,,,,,
Jeremy Richardson,200978,11/02/1984,2007,2009,G-F,6,6,198.12,195.12,,,,,,,185,83.91458845,,Delta State University,,,,,,,,
Lance Allred,200984,02/02/1981,2008,2008,C,6,11,210.82,207.82,,,,,,,250,113.3980925,,Weber State University,,,,,,,,
Andre Brown,201005,12/05/1981,2007,2009,F,6,9,205.74,203,210.82,271.78,,,,0,245,107.0477993,0.06,DePaul University,11.7,,3.22,32,35.5,18,81.28,90.17
Antywane Robinson,201015,,,,F,6,7.5,202,199,221,268,,,,0,217,98.42954429,0.069,,11.73,,3.4,29,32.5,12,73.66,82.55
Walker Russell,201041,26/10/1960,2012,2012,G,6,0,182.88,179.88,,,,,,,170,77.1107029,,Jacksonville State University,,,,,,,,
Randolph Morris,201043,02/01/1986,2007,2010,C,6,10,208.28,205.28,,,,,,,266,120.6555704,,University of Kentucky,,,,,,,,
Greg Oden,201141,22/01/1988,2009,2014,C,7,0,213.36,211,224.155,284.48,,,,0,250,116.5732391,0.078,Ohio State University,11.67,,3.27,32,34,,81.28,86.36
Kevin Durant,201142,29/09/1988,2008,2018,F-G,6,9,205.74,205,225.425,279.4,,,,0,240,97.52235955,0.066,University of Texas at Austin,12.33,,3.45,26,33.5,,66.04,
Al Horford,201143,03/06/1986,2008,2018,C-F,6,10,208.28,203,215.265,271.78,,,,0,245,111.583723,0.091,University of Florida,12.15,,3.37,31,35.5,20,78.74,90.17
Mike Conley,201144,11/10/1987,2008,2018,G,6,1,185.42,180,197.485,240.03,,,,0,175,79.37866475,0.042,Ohio State University,11.63,,3.09,35.5,40.5,13,90.17,102.87
Jeff Green,201145,28/08/1986,2008,2018,F,6,9,205.74,201,216.535,261.62,,,,0,235,103.4190604,0.037,Georgetown University,12,,3.34,33.5,38,17,85.09,96.52
Yi Jianlian,201146,27/10/1987,2008,2012,C,7,0,213,210,222,292,,,,0,249.1223563,113,,,,,,,,,,
Corey Brewer,201147,05/03/1986,2008,2018,F-G,6,9,205.74,198,203.835,261.62,,,,0,186,83.91458845,0.042,University of Florida,11.69,,3.22,30.5,36.5,11,77.47,92.71
Brandan Wright,201148,05/10/1987,2008,2018,F-C,6,10,208.28,205,222.885,275.59,,,,0,210,90.718474,0.058,University of North Carolina,11.76,,3.31,30.5,35.5,2,77.47,90.17
Joakim Noah,201149,25/02/1985,2008,2018,C,6,11,210.82,208,216.535,270.51,,,,0,230,101.1510985,0.048,University of Florida,11.79,,3.47,32.5,37.5,12,82.55,95.25
Spencer Hawes,201150,28/04/1988,2008,2017,C-F,7,1,215.9,208,214.63,279.4,,,,0,245,110.6765383,0.13,University of Washington,11.88,,3.51,26,29,9,66.04,
Acie Law,201151,25/01/1985,2008,2011,G,6,3,190.5,188,199.39,248.92,,,,0,195,84.36818082,0.056,Texas A&M University,11,,3.22,29,34,8,73.66,86.36
Thaddeus Young,201152,21/06/1988,2008,2018,F,6,8,203.2,197,212.09,269.24,,,,0,221,95.2543977,0.049,Georgia Institute of Technology,11.06,,3.19,34.5,37,13,87.63,93.98
Julian Wright,201153,20/05/1987,2008,2011,F,6,8,203.2,199,219.075,274.32,,,,0,225,95.70799007,0.061,University of Kansas,11.48,,3.36,28.5,33.5,2,72.39,85.09
Al Thornton,201154,07/12/1983,2008,2011,F,6,8,203.2,197,215.9,264.16,,,,0,220,100.2439138,0.058,Florida State University,11.96,,3.16,35,41,9,88.9,104.14
Rodney Stuckey,201155,21/04/1986,2008,2017,G,6,5,195.58,193,201.295,255.27,,,,0,210,93.89362059,0.061,Eastern Washington University,11.34,,3.11,30.5,35,14,77.47,88.9
Nick Young,201156,01/06/1985,2008,2018,G-F,6,7,200.66,195,213.36,255.27,,,,0,210,93.44002822,0.068,University of Southern California,11,,3.25,39.5,40.5,6,100.33,102.87
Sean Williams,201157,13/09/1986,2008,2012,C-F,6,10,208.28,205.28,,,,,,,235,106.594207,,Boston College,,,,,,,,
Marco Belinelli,201158,25/03/1986,2008,2018,G-F,6,5,195.58,192.58,,,,,,,210,95.2543977,,,,,,,,,,
Javaris Crittenton,201159,31/12/1987,2008,2009,G,6,5,195.58,191,196.85,248.92,,,,0,200,87.99691978,0.045,Georgia Institute of Technology,11.6,,3.32,32.5,38,11,82.55,96.52
Jason Smith,201160,02/03/1986,2008,2018,F-C,7,0,213.36,211,210.185,269.24,,,,0,245,105.6870222,0.075,Colorado State University,10.96,,3.29,33.5,37.5,15,85.09,95.25
Daequan Cook,201161,28/04/1987,2008,2013,G,6,5,195.58,191,203.835,257.81,,,,0,205,92.07925111,0.07,Ohio State University,11.12,,3.22,30,34.5,4,76.2,87.63
Jared Dudley,201162,10/07/1985,2008,2018,F-G,6,7,200.66,195,200.66,259.08,,,,0,225,99.33672903,0.071,Boston College,11.32,,3.45,28,32,14,71.12,81.28
Wilson Chandler,201163,10/05/1987,2008,2018,F,6,8,203.2,200.2,,,,,,,225,102.0582833,,DePaul University,,,,,,,,
Rudy Fernandez,201164,04/04/1985,2009,2012,G,6,6,198.12,195,201.93,257.81,,,,0,185,78.01788764,,,10.48,,3.33,26.5,35.5,,67.31,
Morris Almond,201165,02/02/1985,2008,2012,G,6,6,198.12,195,208.28,260.35,,,,0,225,97.06876718,0.069,Rice University,11.45,,3.19,31,35.5,13,78.74,90.17
Aaron Brooks,201166,14/01/1985,2008,2018,G,6,0,182.88,178,193.04,238.76,,,,0,161,73.02837157,0.027,University of Oregon,10.57,,3.2,32.5,39.5,6,82.55,100.33
Arron Afflalo,201167,15/10/1985,2008,2018,G,6,5,195.58,192.58,,,,,,,210,95.2543977,,"University of California, Los Angeles",,,,,,,,
Tiago Splitter,201168,01/01/1985,2011,2017,F-C,6,11,210.82,209,218.44,278.13,,,,0,245,105.6870222,0.053,,11.65,,3.38,26,31.5,8,66.04,
Alando Tucker,201169,11/02/1984,2008,2010,F,6,6,198.12,195.12,,,,,,,205,92.98643585,,University of Wisconsin,,,,,,,,
Carl Landry,201171,19/09/1983,2008,2016,F,6,9,205.74,201,210.82,260.35,,,,0,248,112.4909078,0.075,Purdue University,11.35,,3.29,31.5,36.5,21,80.01,92.71
Gabe Pruitt,201172,19/04/1986,2008,2009,G,6,4,193.04,190.04,,,,,,,170,77.1107029,,University of Southern California,,,,,,,,
